h_geoid,wm_overall,wm_1_2,wm_3,obs_overall,obs_1_2,obs_3
51059471402,12.892,13.314,12.573,655.633,283,372.633
51059480100,14.275,14.912,14.005,661.75,197.217,464.533
51059480201,11.471,12.256,11.207,809.817,203.717,606.1
51059480202,12.028,12.185,11.972,628.35,165.8,462.55
51059480203,12.481,12.412,12.516,428.717,144.683,284.033
51059480300,13.669,14.166,13.509,978.283,238.467,739.817
51059480401,15.924,16.194,15.829,650.617,169.283,481.333
51059480402,17.16,17.222,17.136,724.783,200.367,524.417
51059480501,18.796,18.346,18.995,488.417,149.483,338.933
51059480502,19.838,19.765,19.862,659.367,162.3,497.067
51059480503,18.894,18.828,18.926,502.6,165.7,336.9
51059480504,17.783,18.038,17.651,371.883,126.717,245.167
51059480505,18.441,18.485,18.421,466.267,148.733,317.533
51059480801,20.016,19.843,20.121,505.783,190.7,315.083
51059480802,19.295,19.222,19.334,488.083,170.2,317.883
51059480901,20.849,20.504,21.041,598.683,213.733,384.95
51059480902,19.839,20.25,19.636,453.617,150.167,303.45
51059480903,20.282,20.278,20.284,430.2,176.767,253.433
51059481000,21.741,21.772,21.719,515.567,212.367,303.2
51059481101,19.835,19.244,20.147,351.133,121.483,229.65
51059481102,20.48,20.619,20.406,400.267,138.65,261.617
51059481103,20.928,20.755,21.01,467.333,150.133,317.2
51059481104,20.807,20.21,21.084,402.167,127.467,274.7
51059481105,20.547,21.069,20.384,653.133,155.3,497.833
51059481106,20.339,21.152,20.055,671.6,173.867,497.733
51059481201,19.065,18.634,19.323,322.75,120.867,201.883
51059481202,19.732,19.792,19.696,671.783,248.167,423.617
51059481400,18.302,19.387,17.856,782.867,227.9,554.967
51059481500,18.09,17.966,18.15,437.267,143.717,293.55
51059481600,18.017,18.795,17.732,524.733,140.783,383.95
51059481701,19.998,20.209,19.932,723.383,171.083,552.3
51059481702,19.391,19.725,19.237,627.217,197.683,429.533
51059481900,16.309,17.163,15.973,690.367,194.6,495.767
51059482001,17.15,17.792,16.952,730.967,172.35,558.617
51059482002,17.62,18.014,17.456,558.083,164.083,394
51059482100,17.413,17.565,17.323,466.85,174.583,292.267
51059482201,17.954,18.132,17.83,367.133,150.35,216.783
51059482202,17.679,18.244,17.415,484.467,154.183,330.283
51059482203,18.544,18.34,18.632,495.017,148.783,346.233
51059482301,18.188,18.721,17.974,642.983,183.667,459.317
51059482302,18.775,18.39,19.053,558.967,234.517,324.45
51059482303,17.448,17.684,17.335,537.617,173.35,364.267
51059482400,15.995,16.081,15.952,449.067,150.833,298.233
51059482501,22.067,22.638,21.824,674.267,200.95,473.317
51059482502,21.973,22.036,21.939,429.917,150.783,279.133
51059482503,21.158,21.832,20.895,634.617,178.517,456.1
51059482504,20.994,21.486,20.798,653.9,186.383,467.517
51059482601,22.166,22.771,21.925,793.383,225.967,567.417
51059482602,20.575,21.207,20.36,821.5,208.233,613.267
51059490101,24.182,24.818,23.946,482.917,130.95,351.967
51059490103,25.117,25.38,25.004,498.567,149.483,349.083
51059490501,23.293,23.672,23.091,392.633,136.683,255.95
51059490502,21.309,22.316,20.954,650.867,169.683,481.183
51059491000,26.698,26.38,26.871,293.667,103.217,190.45
51059491101,26.119,26.47,25.957,416.267,131.367,284.9
51059491102,25.266,25.528,25.142,363.183,116.767,246.417
51059491103,25.635,26.138,25.36,581.783,205.733,376.05
51059491201,24.507,24.745,24.365,607.1,226.1,381
51059491202,24.177,23.826,24.464,233.55,105.167,128.383
51059491301,26.885,27.479,26.566,612.6,213.817,398.783
51059491302,25.001,25,25.002,385.6,126.083,259.517
51059491303,24.462,24.577,24.4,421.75,147,274.75
51059491401,24.036,24.644,23.676,508.417,189.4,319.017
51059491402,24.675,24.97,24.511,422.35,151.067,271.283
51059491403,23.684,24.022,23.516,417.467,138.4,279.067
51059491404,24.967,24.977,24.962,435.9,137.55,298.35
51059491405,24.362,25.02,24.014,336.383,116.183,220.2
51059491501,23.474,24.337,23.077,615.867,193.717,422.15
51059491502,23.356,24.298,23.009,725.8,194.95,530.85
51059491601,23.838,24.093,23.695,457.8,165.033,292.767
51059491602,23.241,23.466,23.106,480.267,180.117,300.15
51059491701,20.889,21.821,20.491,499.95,149.5,350.45
51059491702,20.386,21.848,19.849,777.583,209.033,568.55
51059491703,19.822,19.655,19.893,498.617,148.2,350.417
51059491704,20.908,22.364,20.309,631.333,184.083,447.25
51059491705,21.746,22.703,21.324,419.817,128.3,291.517
51059491801,21.617,21.551,21.65,358.317,119.6,238.717
51059491802,21.437,21.566,21.387,391.35,109.3,282.05
51059491803,21.785,22.313,21.547,645.167,200.333,444.833
51059492000,20.787,21.311,20.61,721.25,181.717,539.533
51059492100,21.573,22.881,21.087,724.9,196.117,528.783
51059492201,21.869,22.154,21.76,372.883,102.967,269.917
51059492202,19.814,21.731,19.267,848.683,188.55,660.133
51059492203,20.554,21.747,20.122,580.367,154.433,425.933
51059492300,19.149,19.996,18.784,510.867,154.183,356.683
51059492400,18.965,19.774,18.552,652.367,220.667,431.7
51059492500,23.635,23.671,23.62,427.267,130.167,297.1
51059980100,14.94,14.891,14.999,104.083,56.75,47.333
51059980200,20.482,20.338,20.697,94.633,56.6,38.033
51059980300,9.506,9.776,9.027,227.75,145.5,82.25
51061930100,42.464,42.913,42.043,555.717,268.933,286.783
51061930203,52.706,52.877,52.487,462.683,260.167,202.517
51061930204,49.968,50.339,49.597,446.15,222.917,223.233
51061930205,51.602,51.55,51.663,389.4,210.267,179.133
51061930206,50.577,50.758,50.343,419.8,236.967,182.833
51061930207,47.939,47.876,48.032,405.15,242.35,162.8
51061930302,47.387,47.841,46.942,576.683,285.3,291.383
51061930303,44.519,44.866,44.129,523.317,277.283,246.033
51061930304,41.222,41.685,40.706,443.25,233.7,209.55
51061930401,40.473,41.221,39.774,590.35,285.15,305.2
51061930402,43.254,44.592,42.1,582.733,269.767,312.967
51061930403,42.907,44.368,41.669,553.867,254.033,299.833
51061930703,53.883,54.407,53.241,415.683,228.75,186.933
51061930704,46.076,47.385,44.661,493.817,256.433,237.383
51061930705,48.39,48.644,48.102,431.4,228.583,202.817
51061930706,52.449,53.235,51.483,504.7,278.05,226.65
51061930707,53.379,53.888,52.713,421.2,239.017,182.183
51099040100,33.171,30.587,34.397,545.8,175.717,370.083
51099040200,39.23,37.639,39.879,370.633,107.383,263.25
51099040300,44.238,45.021,43.98,556.25,137.733,418.517
51099040400,44.992,43.514,45.652,343.9,106.267,237.633
51099040500,44.944,44.709,45.065,281.15,95.367,185.783
51107610101,35.992,35.98,36.001,732.15,295.333,436.817
51107610102,32.509,32.737,32.338,713.033,306.483,406.55
51107610201,36.938,37.512,36.522,590.75,248.2,342.55
51107610202,40.324,41.079,39.759,556.817,238.2,318.617
51107610300,30.171,31.113,29.581,786.717,302.7,484.017
51107610400,31.096,31.073,31.118,593.8,283.467,310.333
51107610503,28.591,29.298,28.162,708.8,268.05,440.75
51107610504,29.288,30.046,28.723,668.9,285.6,383.3
51107610505,29.887,30.398,29.264,517.633,284.4,233.233
51107610506,28.472,28.854,28.069,565.567,290.417,275.15
51107610507,27.135,27.255,27.065,725.55,264.467,461.083
51107610601,31.395,31.831,31.025,684.2,313.867,370.333
51107610602,30.907,31.528,30.306,450.667,221.767,228.9
51107610603,30.244,30.24,30.248,556.833,279.5,277.333
51107610604,29.399,30.087,28.95,711.217,280.65,430.567
51107610701,37.812,38.29,37.406,564.417,259.3,305.117
51107610702,35.489,35.844,35.217,556.75,241.517,315.233
51107610703,33.962,34.172,33.82,589.6,239.05,350.55
51107610800,40.54,40.846,40.262,603.833,287.033,316.8
51107610900,35.912,36.496,35.229,469.733,253.117,216.617
51107611002,25.168,25.897,24.529,604.833,282.783,322.05
51107611004,27.977,28.396,27.733,777.783,286.2,491.583
51107611005,26.747,27.52,26.169,685.783,293.167,392.617
51107611006,25.558,26.427,24.985,692.25,275.167,417.083
51107611009,26.551,27.321,26.125,651.567,232.1,419.467
51107611010,26.304,26.964,25.356,398.217,234.767,163.45
51107611011,26.979,27.555,26.568,548.3,228.683,319.617
51107611012,26.918,27.797,26.348,582.633,229.2,353.433
51107611013,26.446,26.766,26.235,627.833,250.017,377.817
51107611014,26.084,27.191,25.313,662.6,272.317,390.283
51107611015,25.158,25.636,24.655,489.567,251.083,238.483
51107611016,25.327,26.181,24.613,516.517,235.183,281.333
51107611017,25.359,26.322,24.642,503.3,214.583,288.717
51107611018,25.002,25.206,24.725,437.883,252.017,185.867
51107611019,26.28,27.51,25.736,758.75,232.633,526.117
51107611020,25.55,26.825,24.845,633.467,225.567,407.9
51107611021,27.151,28.219,26.571,739.083,260.133,478.95
51107611022,27.094,28.693,26.283,716.317,240.85,475.467
51107611023,27.669,28.418,27.268,728.667,254.35,474.317
51107611024,30.353,30.883,30.072,790.683,273.583,517.1
51107611025,28.288,29.919,27.545,794.017,248.4,545.617
51107611101,24.206,24.825,23.705,609.383,272.3,337.083
51107611102,22.961,23.989,22.294,742.317,291.95,450.367
51107611202,20.997,21.763,20.577,718.783,254.75,464.033
51107611204,22.28,22.926,21.694,598.05,284.35,313.7
51107611205,21.75,22.791,20.897,706.833,318.367,388.467
51107611206,22.094,22.861,21.662,672.133,241.9,430.233
51107611207,22.069,23.496,21.191,579.433,220.65,358.783
51107611208,20.043,22.01,18.805,660.867,255.217,405.65
51107611209,19.732,21.761,18.763,835.267,270.15,565.117
51107611300,22.102,23.088,21.356,736.817,317.433,419.383
51107611400,22.345,23.247,21.454,644.633,320.55,324.083
51107611501,23.227,23.395,23.055,488.117,247.95,240.167
51107611502,22.675,23.825,21.638,694.833,329.617,365.217
51107611601,23.646,24.858,22.75,615.167,261.55,353.617
51107611602,23.851,24.493,23.035,532.667,298.183,234.483
51107611700,23.792,24.492,23.253,697.833,303.367,394.467
51107611801,29.248,30.597,28.516,678.583,238.617,439.967
51107611802,28.543,30.023,27.837,832.217,268.9,563.317
51107611803,28.1,29.685,27.179,722.2,265.383,456.817
51107611804,27.134,28.273,26.472,716.367,263.133,453.233
51107611805,28.295,30.084,27.065,662.483,270.05,392.433
51107611806,30.571,32.095,29.718,707.367,253.85,453.517
51107611900,26.369,27.745,25.821,832.85,237.317,595.533
51107980100,27.694,28.069,27.074,354.083,220.75,133.333
51153900100,24.634,26.138,23.883,368.517,122.683,245.833
51153900201,23.873,23.943,23.83,286,108.933,177.067
51153900202,24.741,26.152,23.958,395.467,141.1,254.367
51153900203,24.472,25.094,24.102,461.283,171.833,289.45
51153900300,23.878,25.057,23.326,711.2,226.767,484.433
51153900403,26.023,27.282,25.387,526.65,176.867,349.783
51153900404,26.969,27.868,26.508,543.567,184.367,359.2
51153900407,27.653,28.72,27.085,590.433,204.983,385.45
51153900408,28.681,29.087,28.481,458.067,151.1,306.967
51153900409,28.118,29.423,27.382,475.15,171.317,303.833
51153900410,27.36,28.028,27.061,461.117,142.4,318.717
51153900501,25.515,26.488,24.911,640.25,245.25,395
51153900502,26.309,26.78,26.015,270.2,103.833,166.367
51153900600,25.463,26.734,24.75,649.9,233.483,416.417
51153900701,26.962,28.248,26.298,535.017,182.1,352.917
51153900702,26.153,26.799,25.829,632.983,211.7,421.283
51153900801,27.635,28.378,27.279,538.6,174.433,364.167
51153900802,28.719,29.347,28.404,636.767,212.9,423.867
51153900901,31.767,33.174,31.007,577.25,202.317,374.933
51153900904,30.325,31.045,29.998,509.517,159.2,350.317
51153900905,32.263,33.597,31.674,485.133,148.583,336.55
51153901001,31.774,32.926,31.291,610.8,180.3,430.5
51153901005,30.322,31.279,29.949,421.783,118.15,303.633
51153901008,29.201,30.815,28.363,545.683,186.533,359.15
51153901009,29.2,31.001,28.396,614.417,189.6,424.817
51153901010,29.714,31.158,29.001,427.233,141.083,286.15
51153901011,29.177,31.407,28.166,537.617,167.7,369.917
51153901012,29.185,29.415,29.063,338.283,117.033,221.25
51153901100,33.891,35.242,33.184,526.133,180.733,345.4
51153901203,27.454,28.466,26.898,424.517,150.633,273.883
51153901208,24.096,26.058,23.19,397.45,125.583,271.867
51153901209,25.579,26.923,24.931,602.833,196.25,406.583
51153901211,26.431,26.825,26.205,459.617,167.683,291.933
51153901212,27.136,28.875,26.251,649.833,219.067,430.767
51153901219,27.584,30.565,26.556,403.867,103.55,300.317
51153901221,24.676,25.777,24.227,533.633,154.583,379.05
51153901222,24.329,26.059,23.59,306.933,91.883,215.05
51153901223,23.843,25.304,23.079,592.167,203.3,388.867
51153901224,24.676,25.277,24.377,452.65,150.55,302.1
51153901225,25.706,26.916,25.202,459.75,135.35,324.4
51153901226,27.472,29.149,26.635,501.15,166.883,334.267
51153901227,27.965,29.282,27.237,513.467,182.817,330.65
51153901228,28.521,29.703,28.027,587.217,172.983,414.233
51153901229,28.805,30.045,28.238,408.183,128.217,279.967
51153901230,28.55,29.786,27.876,432.517,152.517,280
51153901231,27.204,28.08,26.793,379.433,121.2,258.233
51153901232,29.065,30.874,28.239,294.45,92.333,202.117
51153901233,29.986,31.681,29.345,457.333,125.433,331.9
51153901234,31.629,34.742,30.236,246.317,76.133,170.183
51153901235,25.106,26.955,24.196,353.083,116.417,236.667
51153901236,25.517,26.268,25.205,406.583,119.333,287.25
51153901237,25.338,27.177,24.383,355.6,121.467,234.133
51153901303,30.787,32.541,29.976,350.85,110.85,240
51153901304,31.491,33.827,30.712,219.1,54.8,164.3
51153901305,35.535,37.065,35.007,219.7,56.35,163.35
51153901306,32.297,33.46,31.912,368.433,91.467,276.967
51153901403,30.891,32.224,30.228,447.183,148.45,298.733
51153901407,30.864,31.507,30.551,287.5,94.05,193.45
51153901408,31.364,32.754,30.702,465.717,150.217,315.5
51153901409,31.886,32.674,31.571,369.567,105.3,264.267
51153901410,32.867,33.854,32.491,426.317,117.717,308.6
51153901411,36.074,36.959,35.788,391.583,95.5,296.083
51153901412,35.221,37.133,34.446,368.383,106.283,262.1
51153901413,34.648,36.001,34.176,285.383,73.717,211.667
51153901414,34.976,36.006,34.631,301.517,75.617,225.9
51153901415,34.184,35.133,33.803,265.917,76.083,189.833
51153901416,33.695,34.31,33.459,318.233,88.333,229.9
51153901417,36.389,36.488,36.351,198.183,54.85,143.333
51153901503,31.553,32.144,31.35,367.183,93.85,273.333
51153901504,32.958,33.669,32.754,243.783,54.317,189.467
51153901505,34.078,35.237,33.614,414.1,118.467,295.633
51153901506,34.333,35.539,33.844,325.35,93.833,231.517
51153901507,34.512,35.29,34.249,206.3,52.033,154.267
51153901508,36.055,36.214,35.988,290.417,86.033,204.383
51153901509,35.871,36.297,35.723,356.817,91.867,264.95
51153901510,35.366,36.246,35.012,309.05,88.667,220.383
51153901511,35.381,36.024,35.144,158.083,42.633,115.45
51153901601,29.13,29.785,28.854,282.933,84.067,198.867
51153901602,29.224,30.747,28.498,478.15,154.367,323.783
51153901701,29.947,31.527,29.206,486.383,155.367,331.017
51153901702,28.196,29.284,27.568,278.2,101.817,176.383
51153901900,27.045,28.274,26.519,367.033,110.117,256.917
51153980100,29.306,29.213,29.497,19,12.833,6.167
51177020104,57.468,58.34,57.08,185.767,57.167,128.6
51177020105,54.96,56.735,54.094,119.217,39.067,80.15
51177020106,53.758,56.289,52.682,224.817,67.05,157.767
51177020107,51.881,53.135,51.331,102.967,31.433,71.533
51177020108,54.143,55.873,53.363,196.483,61.117,135.367
51177020109,53.888,53.876,53.892,181.333,52.4,128.933
51177020110,55.8,57.092,55.216,188.017,58.5,129.517
51177020111,54.908,57.191,54.216,128.867,29.983,98.883
51177020112,55.718,55.82,55.683,142.433,36.317,106.117
51177020113,57.643,59.59,56.901,190.067,52.417,137.65
51177020114,55.553,57.577,54.917,251.633,60.083,191.55
51177020201,52.597,54.075,51.981,254.35,74.833,179.517
51177020202,52.995,53.932,52.567,214.85,67.383,147.467
51177020203,53.19,52.738,53.383,214.083,64.133,149.95
51177020204,55.389,58.447,54.151,191.1,55.083,136.017
51177020205,57.616,61.251,56.447,198.433,48.283,150.15
51177020304,55.122,57.019,54.298,204.467,61.9,142.567
51177020305,55.282,56.961,54.546,169.833,51.75,118.083
51177020306,56.535,55.232,57.047,217,61.183,155.817
51177020307,55.035,54.452,55.229,166.45,41.5,124.95
51177020308,56.014,56.902,55.576,177.767,58.65,119.117
51177020309,57.548,58.937,56.874,239.117,78.1,161.017
51177020310,59.938,61.11,59.465,204.3,58.7,145.6
51177020311,62.717,63.583,62.355,241.017,71.117,169.9
51177020403,67.208,68.752,66.493,155.833,49.35,106.483
51177020404,69.926,72.028,69.156,153.833,41.25,112.583
51177020405,70.992,71.941,70.437,168.667,62.233,106.433
51177020406,66.217,66.948,65.936,171.417,47.683,123.733
51177020407,62.7,64.289,61.927,217.7,71.3,146.4
51177020408,57.862,57.109,58.154,141.683,39.517,102.167
51179010103,39.372,39.12,39.463,266.433,71,195.433
51179010105,41.321,42.445,40.888,436.65,121.367,315.283
51179010106,42.78,42.604,42.852,215.283,62.417,152.867
51179010107,38.158,37.92,38.253,255.883,73.017,182.867
51179010108,37.357,36.947,37.528,379.4,111.75,267.65
51179010201,36.169,34.986,36.769,171.183,57.567,113.617
51179010202,42.673,44.908,41.928,386.7,96.667,290.033
51179010204,44.006,45.646,43.401,462.917,124.833,338.083
51179010205,41.883,42.831,41.501,435.867,125.233,310.633
51179010206,39.985,39.682,40.1,373.433,102.35,271.083
51179010207,38.467,39.412,38.089,503.883,143.933,359.95
51179010210,41.579,41.561,41.586,439.117,115.567,323.55
51179010211,40.146,41.246,39.728,338.717,93.433,245.283
51179010212,40.357,40.783,40.196,321.317,88.55,232.767
51179010213,41.073,40.549,41.305,235.217,72.233,162.983
51179010214,40.861,41.166,40.751,288.1,76.317,211.783
51179010301,46.038,47.358,45.529,248.667,69.2,179.467
51179010303,49.779,50.874,49.399,524.633,135.167,389.467
51179010304,48.214,50.027,47.533,363.45,99.2,264.25
51179010305,46.785,47.63,46.453,384.05,108.233,275.817
51179010403,45.712,45.984,45.606,230.467,64.583,165.883
51179010404,48.117,48.44,47.986,391.783,113.183,278.6
51179010405,49.515,50.995,48.986,395.583,104.2,291.383
51179010406,49.063,49.242,48.976,257.5,84.067,173.433
51179010502,51.103,53.41,50.295,316.2,82.1,234.1
51179010503,45.351,42.012,46.597,172.35,46.85,125.5
51179010504,48.814,49.039,48.701,167.283,55.817,111.467
51187020100,55.302,55.559,55.076,612.45,286.7,325.75
51187020200,60.127,60.84,59.104,455.917,268.767,187.15
51187020300,65.823,65.403,66.282,508.067,265.533,242.533
51187020400,61.731,60.857,62.911,483.883,278.067,205.817
51187020500,60.694,59.702,62.122,483.883,285.517,198.367
51187020601,59.347,59.835,58.879,488.567,239.05,249.517
51187020602,61.251,61.444,61,429.033,243.017,186.017
51187020700,65.901,65.913,65.885,458.133,252.467,205.667
51510200102,10.254,10.341,10.188,862.083,369.333,492.75
51510200103,10.818,10.942,10.719,1313.45,582.717,730.733
51510200104,10.446,10.636,10.305,802.583,342.733,459.85
51510200105,9.298,8.906,9.734,992.55,522.217,470.333
51510200106,9.717,9.991,9.543,737.283,285.567,451.717
51510200107,8.496,9.918,8.005,1508.717,387.767,1120.95
51510200201,9.473,10.852,8.902,891.3,261.233,630.067
51510200202,9.718,10.705,9.321,491.4,140.967,350.433
51510200301,9.906,10.244,9.707,849.667,314.85,534.817
51510200302,11.254,12.382,10.665,803.133,275.817,527.317
51510200303,10.816,11.186,10.617,1052.4,366.467,685.933
51510200403,11.5,12.328,11.143,522.65,157.233,365.417
51510200404,10.601,12.401,10.176,868.117,165.633,702.483
51510200405,11.321,12.124,10.921,1456.633,483.683,972.95
51510200406,11.869,12.34,11.541,970.883,398.25,572.633
51510200407,11.746,12.368,11.448,844.25,273.75,570.5
51510200500,10.486,10.651,10.376,1016.833,408.717,608.117
51510200600,11.253,11.572,11.048,958.683,374.8,583.883
51510200701,10.262,11.314,9.74,366,121.55,244.45
51510200702,10.115,11.919,9.612,1036.683,226.367,810.317
51510200703,10.257,10.687,10.084,882.533,252.967,629.567
51510200801,9.983,11.245,9.43,697.15,212.5,484.65
51510200802,10.062,11.467,9.438,780.55,240.217,540.333
51510200900,8.975,11.107,8.403,1106.767,233.967,872.8
51510201000,8.261,9.927,7.761,982.617,226.733,755.883
51510201100,8.488,10.074,7.886,793.483,218.617,574.867
51510201202,7.971,9.346,7.417,847.817,243.617,604.2
51510201203,8.24,8.893,7.754,1171.367,499.533,671.833
51510201204,7.781,9.079,7.158,842.7,273.317,569.383
51510201300,8.192,10.329,7.574,993.233,222.833,770.4
51510201400,8.364,10.249,7.824,1137.483,253.083,884.4
51510201500,8.842,10.528,8.388,983.533,208.633,774.9
51510201600,8.528,9.943,8.12,1348.75,302.2,1046.55
51510201801,7.523,9.798,6.962,1580.55,312.7,1267.85
51510201802,9.822,10.226,9.663,561.5,159.2,402.3
51510201900,9.542,10.366,9.231,626.4,171.617,454.783
51510202001,10.459,12.627,9.671,625.783,166.783,459
51510202002,10.575,12.466,9.839,682.167,191,491.167
51600300100,18.254,18.525,18.118,619.433,206.583,412.85
51600300200,17.148,17.793,16.881,654.733,191.4,463.333
51600300300,16.791,17.704,16.381,692.817,214.833,477.983
51600300400,19.31,20.278,18.864,515.85,162.7,353.15
51600300500,17.887,18.304,17.716,482.333,140.417,341.917
51610500100,10.677,12.219,10.118,783.567,208.25,575.317
51610500200,10.816,12.643,10.177,1070.85,277.483,793.367
51610500300,10.042,11.337,9.503,849.6,249.75,599.85
51630000100,50.714,51.57,50.248,159.5,56.25,103.25
51630000200,51.202,53.235,50.405,239.317,67.367,171.95
51630000301,50.443,49.525,50.891,146.133,47.933,98.2
51630000302,52.923,54.407,52.167,230.4,77.8,152.6
51630000400,51.05,51.204,50.992,173.1,46.967,126.133
51630000500,52.077,53.357,51.472,252.417,81.067,171.35
51683910100,29.862,31.207,29.247,313.983,98.45,215.533
51683910201,28.667,29.829,28.274,333.583,84.267,249.317
51683910202,28.518,29.669,28.028,470.4,140.55,329.85
51683910301,28.441,30.049,27.785,329.2,95.4,233.8
51683910302,29.833,31.386,29.178,394.233,117.017,277.217
51683910401,30.046,31.544,29.136,427.75,161.567,266.183
51683910402,31.17,32.377,30.591,386.5,125.367,261.133
51685920100,28.222,29.444,27.653,394.85,125.533,269.317
51685920200,27.402,28.858,26.821,506.717,144.633,362.083
54003971101,49.586,49.545,49.619,889.117,390.083,499.033
54003971102,51.751,51.143,52.241,1120.333,500.233,620.1
54003971201,55.23,56.037,54.682,1177.233,476.733,700.5
54003971202,58.46,58.268,58.599,830.05,348.367,481.683
54003971300,51.847,50.773,52.789,1053.6,492.367,561.233
54003971400,47.267,47.08,47.418,1243.9,554,689.9
54003971500,50.54,49.153,52.062,662.317,346.5,315.817
54003971600,52.919,51.856,53.975,717,357.25,359.75
54003971700,52.205,50.259,53.862,751.4,345.533,405.867
54003971800,55.816,54.918,56.493,1028.733,442.167,586.567
54003971900,50.061,49.38,50.57,1339.383,572.617,766.767
54003972000,47.445,47.771,47.221,1494.283,608.333,885.95
54003972101,46.35,45.993,46.623,986.333,427.917,558.417
54003972102,46.556,46.807,46.356,1450.017,644.967,805.05
54037972201,43.007,43.82,42.513,814.017,307.767,506.25
54037972203,38.833,39.013,38.704,645.117,269.9,375.217
54037972204,41.265,39.932,42.181,567.717,231.25,336.467
54037972300,41.389,40.936,41.716,946.967,396.367,550.6
54037972401,37.568,36.705,38.381,725.833,352.267,373.567
54037972402,37.717,36.739,38.411,1016.067,421.967,594.1
54037972501,36.702,37.403,36.381,1239.2,389.25,849.95
54037972503,34.6,34.649,34.572,978.767,362.9,615.867
54037972505,35.523,34.764,36.099,807.767,348.8,458.967
54037972506,34.169,34.141,34.19,975.5,408.317,567.183
54037972601,33.199,32.879,33.439,691.017,296.933,394.083
54037972602,34.23,34.401,34.148,1030.8,336.2,694.6
54037972701,29.938,28.1,31.55,1085.933,507.383,578.55
54037972702,28.761,27.781,29.426,1349.517,545.517,804
54037972800,36.515,36.228,36.67,1455.767,510.2,945.567
